label,trajectory,ids
thermal_shock,"[[995, 274, 402, 97, 1077, 58, 803, 161, 201, 210, 221, 108, 518, 94], [1025, 273, 380, 104, 1069, 55, 793, 165, 220, 202, 222, 107, 482, 95], [1041, 280, 359, 108, 1055, 53, 792, 165, 250, 196, 224, 108, 452, 100, 761, 56], [1066, 280, 359, 108, 1051, 54, 780, 156, 287, 197, 213, 109, 424, 113, 763, 56, 359, 62, 1138, 91], [1097, 276, 359, 108, 1051, 53, 774, 155, 325, 202, 207, 115, 397, 120, 766, 58, 333, 65, 1119, 94, 908, 69], [1107, 271, 1050, 49, 766, 154, 354, 205, 198, 118, 374, 128, 767, 60, 302, 67, 1104, 100, 920, 79, 687, 105], [1109, 270, 1043, 48, 764, 148, 393, 209, 188, 117, 351, 152, 768, 60, 281, 69, 1102, 104, 920, 79, 651, 104], [1108, 256, 1041, 47, 748, 150, 423, 212, 176, 124, 328, 163, 779, 59, 247, 73, 1100, 107, 920, 79, 651, 104, 960, 140], [1131, 256, 1037, 46, 739, 145, 461, 213, 176, 124, 312, 178, 780, 59, 219, 74, 1101, 105, 651, 104, 956, 141], [1149, 262, 1037, 47, 731, 136, 494, 218, 176, 124, 288, 193, 783, 59, 172, 92, 1101, 106, 956, 141, 273, 128, 1210, 237], [1160, 260, 1040, 48, 732, 134, 537, 219, 273, 204, 787, 61, 150, 107, 1095, 111, 958, 162, 240, 135, 1210, 237], [1171, 265, 1047, 48, 725, 135, 596, 225, 233, 213, 791, 62, 129, 117, 1084, 112, 947, 182, 213, 138, 1210, 237], [1171, 265, 1056, 48, 711, 136, 642, 227, 192, 213, 798, 62, 97, 137, 1088, 111, 947, 184, 189, 143], [1171, 265, 1059, 49, 704, 136, 698, 222, 178, 209, 811, 62, 76, 150, 1094, 112, 953, 212, 156, 150, 452, 137, 1175, 195], [1066, 55, 710, 130, 742, 217, 188, 126, 170, 208, 823, 61, 76, 150, 1094, 114, 979, 220, 141, 151, 440, 141, 1171, 199], [1074, 56, 714, 134, 788, 210, 205, 126, 162, 208, 827, 58, 76, 150, 1107, 117, 984, 218, 119, 150, 422, 149, 1171, 203, 921, 147, 1198, 313], [1081, 55, 712, 148, 823, 199, 204, 127, 149, 211, 835, 56, 1102, 123, 993, 218, 102, 151, 401, 154, 1171, 206, 921, 147, 1196, 349], [1084, 54, 718, 156, 873, 184, 208, 127, 149, 209, 847, 56, 1106, 117, 1002, 219, 85, 149, 382, 158, 1152, 211, 921, 147, 1210, 368], [1087, 52, 722, 159, 873, 184, 205, 130, 146, 210, 855, 56, 1121, 117, 1007, 227, 75, 149, 362, 159, 1148, 213, 913, 164, 1201, 398], [1088, 50, 726, 163, 948, 156, 206, 130, 146, 210, 865, 55, 1130, 116, 1022, 230, 69, 147, 341, 162, 1144, 214, 913, 164, 1196, 419], [1088, 48, 742, 171, 980, 146, 206, 129, 146, 210, 878, 56, 1141, 120, 1009, 231, 63, 142, 319, 164, 1143, 214, 913, 164, 1205, 440], [1089, 47, 743, 167, 1028, 137, 208, 127, 879, 54, 1141, 120, 298, 171, 995, 231, 55, 139, 319, 164, 1142, 216, 897, 152, 1206, 467], [1089, 45, 746, 164, 1053, 134, 223, 124, 884, 54, 1180, 137, 298, 171, 1002, 230, 51, 138, 319, 164, 1143, 215, 905, 151, 1206, 467], [1092, 47, 750, 160, 1064, 125, 225, 124, 888, 53, 1180, 137, 298, 171, 1008, 227, 45, 139, 1152, 215, 896, 153, 1206, 467], [1099, 46, 749, 157, 1082, 118, 228, 124, 890, 49, 1190, 148, 1011, 226, 39, 138, 1161, 217, 904, 155, 1182, 521], [1169, 222, 1103, 44, 750, 155, 1105, 109, 232, 124, 108, 243, 898, 47, 1190, 155, 1032, 222, 39, 136, 1161, 217, 912, 155, 1182, 521, 114, 352], [1176, 223, 1107, 43, 750, 155, 1121, 111, 235, 124, 122, 239, 901, 46, 1194, 163, 1042, 222, 38, 139, 1161, 217, 921, 158, 1182, 521, 139, 353], [1181, 220, 1113, 46, 757, 144, 1135, 105, 237, 124, 147, 236, 903, 45, 1196, 160, 1041, 221, 38, 138, 930, 162, 177, 357], [1185, 220, 1101, 48, 761, 143, 1151, 102, 240, 124, 168, 233, 910, 45, 1201, 160, 1049, 220, 38, 138, 940, 163, 214, 358, 1146, 536], [1188, 219, 1083, 55, 763, 139, 1170, 94, 245, 124, 198, 230, 910, 45, 1202, 164, 1053, 218, 36, 135, 940, 163, 240, 360, 1164, 531], [1189, 215, 1071, 60, 763, 134, 1180, 85, 246, 123, 226, 225, 913, 46, 1201, 160, 1057, 218, 37, 132, 934, 162, 279, 357, 1156, 526], [1196, 208, 1064, 62, 761, 132, 1189, 80, 251, 123, 256, 221, 913, 46, 1201, 160, 1070, 218, 29, 129, 934, 160, 312, 359, 1153, 513], [1199, 206, 1051, 63, 761, 134, 1192, 77, 249, 123, 256, 221, 908, 47, 1201, 160, 1070, 216, 25, 128, 285, 219, 934, 160, 349, 354, 1142, 498], [1201, 204, 1043, 68, 763, 132, 1194, 79, 256, 123, 256, 221, 904, 47, 1076, 213, 24, 128, 316, 217, 932, 161, 379, 350, 1149, 491], [1203, 203, 1022, 72, 763, 130, 1194, 79, 255, 123, 894, 51, 1078, 212, 24, 128, 344, 216, 937, 162, 405, 346, 1160, 472], [1202, 202, 1013, 74, 764, 129, 1194, 79, 257, 123, 891, 53, 1210, 134, 1080, 211, 24, 128, 374, 212, 935, 162, 432, 343, 1166, 462], [1197, 203, 1010, 73, 764, 125, 258, 124, 879, 53, 1213, 131, 1082, 205, 404, 211, 935, 157, 457, 341, 1181, 450], [1202, 203, 1002, 74, 763, 126, 256, 123, 872, 54, 1211, 125, 1085, 204, 433, 211, 932, 156, 475, 339, 1194, 445], [1206, 204, 990, 79, 761, 126, 263, 123, 861, 62, 1212, 122, 1087, 198, 458, 210, 934, 156, 492, 334, 1195, 433], [1206, 204, 974, 90, 761, 126, 266, 124, 861, 62, 1212, 122, 1091, 195, 486, 211, 935, 157, 500, 333, 1200, 422], [1206, 204, 964, 99, 792, 138, 284, 121, 829, 62, 1212, 122, 1100, 191, 512, 211, 935, 157, 507, 328, 1200, 413], [958, 110, 804, 140, 290, 121, 823, 68, 1204, 99, 1091, 189, 536, 212, 935, 157, 509, 324, 1189, 398], [956, 115, 804, 140, 294, 123, 817, 64, 1201, 92, 1094, 187, 558, 214, 503, 322, 1194, 380], [956, 114, 804, 140, 298, 123, 803, 64, 1199, 88, 1103, 181, 582, 218, 504, 317, 1191, 373, 199, 146], [954, 122, 297, 123, 790, 70, 1181, 77, 1104, 178, 616, 222, 962, 164, 514, 312, 1183, 361, 199, 147], [954, 119, 946, 73, 296, 122, 780, 71, 1169, 70, 1106, 175, 643, 224, 961, 163, 503, 306, 1193, 346, 200, 148], [676, 221, 957, 117, 946, 73, 293, 119, 768, 71, 1151, 60, 1107, 173, 1190, 131, 643, 224, 957, 164, 517, 300, 1195, 331, 202, 149], [702, 219, 953, 114, 946, 73, 287, 115, 760, 70, 1140, 57, 1105, 166, 1190, 131, 643, 224, 955, 166, 516, 293, 1193, 310, 202, 149], [723, 218, 953, 109, 285, 110, 751, 68, 1115, 51, 1105, 166, 1162, 126, 955, 167, 517, 283, 1191, 300, 203, 154], [740, 214, 945, 108, 286, 109, 742, 72, 1092, 44, 1105, 166, 1124, 114, 953, 168, 523, 275, 1193, 287, 207, 155], [765, 207, 939, 108, 281, 109, 736, 73, 1062, 43, 1115, 114, 952, 166, 517, 269, 1192, 276, 210, 159, 28, 98], [788, 206, 930, 107, 282, 109, 730, 75, 1033, 42, 1092, 114, 951, 168, 510, 265, 1190, 264, 212, 161, 28, 98], [817, 200, 909, 106, 286, 110, 718, 76, 1008, 41, 1088, 140, 1092, 114, 947, 167, 507, 262, 1190, 244, 210, 162, 28, 98], [817, 200, 902, 106, 879, 189, 285, 109, 712, 74, 989, 41, 1091, 137, 1092, 114, 947, 167, 508, 254, 1193, 230, 210, 164, 37, 104], [817, 200, 892, 105, 887, 186, 1117, 62, 281, 108, 704, 71, 974, 44, 1087, 133, 947, 167, 504, 251, 1199, 217, 207, 167, 42, 101], [882, 104, 889, 186, 1128, 63, 280, 108, 688, 74, 955, 46, 1089, 130, 504, 248, 1207, 214, 217, 168, 43, 100], [870, 99, 889, 186, 1128, 63, 283, 105, 667, 75, 937, 46, 1089, 130, 895, 180, 502, 240, 1207, 214, 220, 171, 44, 99], [863, 100, 889, 186, 1128, 63, 284, 104, 644, 69, 927, 46, 1117, 111, 899, 178, 502, 230, 1207, 214, 224, 175, 47, 98], [862, 103, 284, 104, 623, 62, 908, 48, 1109, 106, 1080, 175, 894, 172, 504, 223, 1199, 226, 227, 177, 49, 98]]","[[1, 2, 3, 4, 5, 6, 9], [1, 2, 3, 4, 5, 6, 9], [1, 2, 3, 4, 5, 6, 9, 12], [1, 2, 3, 4, 5, 6, 9, 12, 14, 15], [1, 2, 3, 4, 5, 6, 9, 12, 14, 15, 16], [1, 3, 4, 5, 6, 9, 12, 14, 15, 16, 17], [1, 3, 4, 5, 6, 9, 12, 14, 15, 16, 17], [1, 3, 4, 5, 6, 9, 12, 14, 15, 16, 17, 18], [1, 3, 4, 5, 6, 9, 12, 14, 15, 17, 18], [1, 3, 4, 5, 6, 9, 12, 14, 15, 18, 20, 21], [1, 3, 4, 5, 9, 12, 14, 15, 18, 20, 21], [1, 3, 4, 5, 9, 12, 14, 15, 18, 20, 21], [1, 3, 4, 5, 9, 12, 14, 15, 18, 20], [1, 3, 4, 5, 9, 12, 14, 15, 18, 20, 22, 23], [3, 4, 5, 6, 9, 12, 14, 15, 18, 20, 22, 23], [3, 4, 5, 6, 9, 12, 14, 15, 18, 20, 22, 23, 25, 26], [3, 4, 5, 6, 9, 12, 15, 18, 20, 22, 23, 25, 26], [3, 4, 5, 6, 9, 12, 15, 18, 20, 22, 23, 25, 26], [3, 4, 5, 6, 9, 12, 15, 18, 20, 22, 23, 25, 26], [3, 4, 5, 6, 9, 12, 15, 18, 20, 22, 23, 25, 26], [3, 4, 5, 6, 9, 12, 15, 18, 20, 22, 23, 25, 26], [3, 4, 5, 6, 12, 15, 17, 18, 20, 22, 23, 25, 26], [3, 4, 5, 6, 12, 15, 17, 18, 20, 22, 23, 25, 26], [3, 4, 5, 6, 12, 15, 17, 18, 20, 23, 25, 26], [3, 4, 5, 6, 12, 15, 18, 20, 23, 25, 26], [1, 3, 4, 5, 6, 9, 12, 15, 18, 20, 23, 25, 26, 30], [1, 3, 4, 5, 6, 9, 12, 15, 18, 20, 23, 25, 26, 30], [1, 3, 4, 5, 6, 9, 12, 15, 18, 20, 25, 30], [1, 3, 4, 5, 6, 9, 12, 15, 18, 20, 25, 30, 32], [1, 3, 4, 5, 6, 9, 12, 15, 18, 20, 25, 30, 32], [1, 3, 4, 5, 6, 9, 12, 15, 18, 20, 25, 30, 32], [1, 3, 4, 5, 6, 9, 12, 15, 18, 20, 25, 30, 32], [1, 3, 4, 5, 6, 9, 12, 15, 18, 20, 22, 25, 30, 32], [1, 3, 4, 5, 6, 9, 12, 18, 20, 22, 25, 30, 32], [1, 3, 4, 5, 6, 12, 18, 20, 22, 25, 30, 32], [1, 3, 4, 5, 6, 12, 15, 18, 20, 22, 25, 30, 32], [1, 3, 4, 6, 12, 15, 18, 22, 25, 30, 32], [1, 3, 4, 6, 12, 15, 18, 22, 25, 30, 32], [1, 3, 4, 6, 12, 15, 18, 22, 25, 30, 32], [1, 3, 4, 6, 12, 15, 18, 22, 25, 30, 32], [1, 3, 4, 6, 12, 15, 18, 22, 25, 30, 32], [3, 4, 6, 12, 15, 18, 22, 25, 30, 32], [3, 4, 6, 12, 15, 18, 22, 30, 32], [3, 4, 6, 12, 15, 18, 22, 30, 32, 34], [3, 6, 12, 15, 18, 22, 23, 30, 32, 34], [3, 5, 6, 12, 15, 18, 22, 23, 30, 32, 34], [1, 3, 5, 6, 12, 15, 18, 21, 22, 23, 30, 32, 34], [1, 3, 5, 6, 12, 15, 18, 21, 22, 23, 30, 32, 34], [1, 3, 6, 12, 15, 18, 21, 23, 30, 32, 34], [1, 3, 6, 12, 15, 18, 21, 23, 30, 32, 34], [1, 3, 6, 12, 15, 21, 23, 30, 32, 34, 35], [1, 3, 6, 12, 15, 21, 23, 30, 32, 34, 35], [1, 3, 6, 12, 15, 18, 21, 23, 30, 32, 34, 35], [1, 3, 4, 6, 12, 15, 18, 21, 23, 30, 32, 34, 35], [1, 3, 4, 5, 6, 12, 15, 18, 23, 30, 32, 34, 35], [3, 4, 5, 6, 12, 15, 18, 30, 32, 34, 35], [3, 4, 5, 6, 12, 15, 18, 23, 30, 32, 34, 35], [3, 4, 5, 6, 12, 15, 18, 23, 30, 32, 34, 35], [3, 6, 12, 15, 18, 22, 23, 30, 32, 34, 35]]"
thermal_shock,"[[280, 103, 49, 97, 858, 105, 1121, 102, 901, 161, 229, 186, 1180, 268, 504, 209, 1095, 175], [278, 100, 51, 96, 854, 93, 1130, 100, 905, 170, 235, 193, 1185, 274, 503, 206, 1100, 177], [277, 99, 57, 95, 858, 89, 1139, 98, 912, 170, 241, 197, 1186, 306, 499, 199, 1109, 181, 517, 76], [276, 98, 57, 96, 850, 84, 1146, 95, 928, 168, 245, 198, 1187, 354, 495, 194, 1122, 186, 507, 78], [276, 98, 57, 96, 871, 86, 1152, 88, 943, 169, 245, 205, 1209, 394, 490, 192, 1128, 193, 500, 85], [271, 99, 60, 96, 908, 79, 1157, 75, 961, 169, 247, 209, 1213, 420, 487, 192, 1128, 196, 484, 90], [267, 103, 63, 97, 910, 79, 1164, 63, 941, 175, 250, 211, 1213, 420, 480, 195, 1127, 197, 474, 93, 782, 88], [267, 103, 68, 101, 910, 79, 1162, 61, 955, 180, 253, 214, 1213, 420, 481, 194, 1130, 209, 463, 97, 769, 89], [274, 101, 70, 103, 944, 64, 1162, 61, 967, 186, 254, 224, 475, 192, 1141, 209, 446, 101, 762, 89, 1177, 127], [278, 97, 85, 108, 968, 61, 1162, 61, 980, 218, 271, 235, 477, 193, 1146, 208, 443, 103, 762, 89, 1177, 130], [288, 96, 93, 113, 999, 59, 1015, 232, 285, 245, 475, 184, 1144, 200, 428, 105, 762, 89, 1172, 130, 993, 159], [295, 94, 110, 121, 1046, 55, 1030, 240, 292, 259, 469, 179, 1165, 194, 428, 105, 1180, 125, 994, 160], [324, 93, 124, 130, 1079, 57, 1042, 253, 309, 271, 467, 166, 1161, 192, 428, 105, 1180, 125, 992, 164, 1174, 533], [332, 93, 141, 140, 1112, 58, 1069, 266, 316, 281, 465, 168, 1161, 192, 1180, 125, 989, 166, 1164, 528], [341, 92, 154, 148, 1112, 58, 1115, 46, 1084, 264, 319, 292, 455, 169, 1161, 192, 982, 171, 1167, 519], [355, 90, 163, 152, 1112, 58, 1131, 46, 1102, 263, 325, 307, 450, 187, 993, 170, 1189, 121, 982, 171, 1176, 504], [364, 90, 169, 158, 1131, 46, 1109, 259, 330, 319, 448, 205, 1008, 175, 1210, 119, 982, 171, 1156, 491], [381, 91, 177, 162, 1131, 46, 1114, 255, 338, 332, 447, 211, 1009, 172, 1198, 118, 1160, 468, 766, 121], [378, 90, 184, 167, 1140, 254, 341, 344, 441, 215, 1007, 170, 1198, 118, 1155, 459, 768, 121], [383, 91, 199, 170, 1140, 254, 341, 355, 439, 222, 1006, 167, 1094, 86, 1198, 118, 1164, 442, 771, 122], [388, 89, 201, 173, 1140, 254, 340, 356, 440, 228, 1005, 169, 1088, 80, 1173, 424, 777, 122], [386, 83, 201, 177, 1116, 273, 335, 355, 437, 228, 999, 167, 1084, 79, 1183, 412, 785, 100], [403, 82, 216, 179, 1103, 276, 326, 356, 441, 223, 1002, 164, 1067, 78, 1183, 402, 791, 93], [408, 82, 219, 181, 1077, 273, 317, 355, 437, 223, 998, 162, 1033, 82, 1191, 393, 801, 90], [419, 84, 225, 182, 1061, 271, 318, 355, 437, 219, 999, 158, 240, 116, 1002, 83, 1185, 390, 793, 90], [427, 88, 235, 183, 1043, 268, 318, 355, 436, 212, 999, 158, 225, 111, 979, 86, 1197, 391, 807, 90], [427, 87, 243, 183, 1036, 264, 318, 355, 430, 210, 1007, 155, 218, 109, 951, 89, 1203, 387, 814, 89], [434, 88, 248, 184, 1035, 261, 306, 351, 421, 212, 1007, 155, 214, 105, 932, 93, 1210, 386, 814, 89], [432, 91, 256, 182, 1039, 260, 304, 351, 420, 214, 1011, 153, 210, 99, 914, 92, 1210, 386, 814, 89], [432, 91, 268, 181, 1030, 257, 304, 351, 420, 212, 1015, 146, 210, 99, 907, 83, 1210, 386], [437, 91, 268, 180, 1021, 256, 303, 342, 422, 211, 1016, 137, 207, 95, 904, 81, 1211, 398, 1226, 42], [454, 90, 272, 175, 1017, 255, 294, 336, 420, 207, 1025, 134, 211, 94, 900, 76, 1211, 398, 1226, 42], [463, 89, 278, 173, 1202, 37, 1012, 252, 294, 336, 413, 205, 1027, 128, 209, 92, 892, 71, 1211, 398, 1226, 42], [478, 88, 281, 169, 1195, 38, 994, 248, 289, 331, 412, 199, 1030, 122, 205, 90, 888, 68], [496, 83, 288, 165, 1185, 39, 991, 246, 287, 327, 414, 197, 1036, 117, 203, 90, 885, 67, 1194, 411], [507, 82, 292, 157, 1179, 40, 989, 241, 286, 324, 406, 195, 1037, 108, 206, 89, 885, 66, 1194, 415], [518, 74, 295, 155, 1175, 40, 981, 236, 287, 312, 406, 195, 1044, 102, 210, 89, 884, 65, 1193, 427], [539, 63, 294, 153, 1155, 44, 977, 233, 283, 305, 407, 181, 1058, 108, 208, 86, 885, 65, 1183, 423], [564, 59, 288, 152, 1150, 46, 969, 223, 274, 304, 399, 171, 1060, 109, 207, 80, 883, 64, 1176, 427, 1201, 142, 1188, 221], [584, 56, 284, 150, 1147, 46, 957, 217, 270, 300, 396, 159, 1060, 109, 202, 77, 889, 62, 1166, 429, 1193, 141, 1179, 216], [610, 52, 287, 148, 1146, 46, 949, 210, 274, 296, 400, 149, 1065, 111, 203, 74, 887, 61, 1168, 431, 1189, 138, 1162, 208], [635, 50, 288, 147, 1153, 47, 938, 202, 279, 293, 391, 134, 1064, 109, 201, 72, 884, 60, 1181, 434, 1188, 135, 1140, 206], [659, 56, 281, 144, 1153, 51, 924, 203, 275, 289, 387, 124, 1044, 105, 202, 74, 889, 58, 1180, 430, 1191, 133, 1133, 202], [682, 59, 272, 145, 1156, 55, 916, 201, 261, 290, 385, 112, 1024, 99, 201, 75, 890, 61, 1170, 421, 1187, 127, 1122, 190], [721, 60, 273, 148, 1155, 56, 908, 200, 249, 291, 378, 99, 1000, 95, 201, 75, 877, 65, 1173, 412, 1182, 129, 1105, 181], [744, 61, 271, 148, 1161, 58, 896, 200, 240, 290, 377, 91, 974, 100, 202, 74, 875, 71, 1180, 409, 1168, 134, 1105, 181], [771, 61, 269, 149, 1160, 56, 891, 202, 236, 289, 376, 98, 928, 109, 200, 74, 866, 82, 1167, 395, 1155, 137, 1030, 158], [771, 61, 269, 146, 1163, 57, 876, 208, 231, 287, 372, 93, 928, 109, 198, 75, 854, 85, 1164, 383, 1049, 60, 1148, 141, 1020, 168], [771, 61, 272, 145, 1165, 58, 861, 211, 230, 285, 387, 101, 928, 109, 197, 75, 837, 101, 1162, 369, 1049, 60, 1136, 141, 1008, 157], [283, 145, 1166, 60, 852, 214, 220, 285, 390, 109, 829, 115, 198, 75, 837, 101, 1172, 357, 1047, 60, 1109, 137, 998, 158], [283, 151, 1167, 60, 834, 216, 209, 288, 406, 122, 805, 123, 196, 74, 837, 101, 1044, 60, 861, 78, 1172, 344, 1047, 60, 1080, 140, 987, 165], [288, 149, 1167, 60, 818, 223, 202, 291, 407, 138, 791, 127, 197, 77, 1043, 60, 876, 80, 1174, 331, 1047, 60, 1050, 135, 982, 173], [297, 149, 1164, 59, 808, 226, 194, 293, 413, 150, 772, 134, 204, 78, 1035, 59, 883, 84, 1176, 315, 1039, 135, 982, 173], [297, 149, 1155, 57, 793, 229, 184, 298, 416, 157, 772, 134, 197, 78, 771, 131, 1032, 59, 889, 88, 1166, 301, 1024, 133, 982, 173], [301, 144, 1151, 57, 783, 233, 165, 304, 415, 166, 772, 134, 201, 79, 764, 135, 1021, 60, 896, 90, 1178, 291, 1016, 137], [301, 144, 1146, 57, 770, 237, 157, 307, 419, 173, 209, 83, 756, 138, 1012, 60, 896, 90, 1178, 278, 988, 129, 966, 181], [330, 141, 1140, 58, 760, 240, 145, 318, 417, 185, 211, 84, 752, 137, 1003, 60, 896, 90, 1178, 278, 988, 125, 980, 185], [351, 132, 1138, 59, 747, 242, 135, 330, 407, 181, 213, 85, 747, 139, 989, 59, 1178, 278, 979, 123, 980, 185, 1171, 204], [364, 130, 1126, 60, 741, 245, 119, 338, 407, 185, 215, 85, 737, 139, 979, 59, 952, 125, 973, 177, 1171, 204]]","[[1, 2, 3, 4, 5, 6, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 13], [1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 13], [1, 2, 3, 4, 5, 6, 9, 11, 12, 13, 14], [1, 2, 3, 4, 5, 6, 9, 11, 12, 13, 14], [1, 2, 3, 5, 6, 9, 11, 12, 13, 14, 18], [1, 2, 3, 5, 6, 9, 11, 12, 14, 18], [1, 2, 3, 5, 6, 9, 11, 12, 14, 18, 19], [1, 2, 3, 5, 6, 9, 11, 14, 18, 19], [1, 2, 3, 4, 5, 6, 9, 11, 18, 19], [1, 2, 3, 4, 5, 6, 9, 11, 14, 18, 19], [1, 2, 4, 5, 6, 9, 11, 14, 18, 19], [1, 2, 4, 5, 6, 9, 11, 14, 19, 21], [1, 2, 5, 6, 9, 11, 14, 19, 21], [1, 2, 5, 6, 9, 11, 13, 14, 19, 21], [1, 2, 5, 6, 9, 11, 13, 19, 21], [1, 2, 5, 6, 9, 11, 13, 19, 21], [1, 2, 5, 6, 9, 11, 13, 19, 21], [1, 2, 5, 6, 9, 11, 13, 19, 21], [1, 2, 5, 6, 9, 11, 12, 13, 19, 21], [1, 2, 5, 6, 9, 11, 12, 13, 19, 21], [1, 2, 5, 6, 9, 11, 12, 13, 19, 21], [1, 2, 5, 6, 9, 11, 12, 13, 19, 21], [1, 2, 5, 6, 9, 11, 12, 13, 19, 21], [1, 2, 5, 6, 9, 11, 12, 13, 19], [1, 2, 5, 6, 9, 11, 12, 13, 19, 30], [1, 2, 5, 6, 9, 11, 12, 13, 19, 30], [1, 2, 3, 5, 6, 9, 11, 12, 13, 19, 30], [1, 2, 3, 5, 6, 9, 11, 12, 13], [1, 2, 3, 5, 6, 9, 11, 12, 13, 19], [1, 2, 3, 5, 6, 9, 11, 12, 13, 19], [1, 2, 3, 5, 6, 9, 11, 12, 13, 19], [1, 2, 3, 5, 6, 9, 11, 12, 13, 19], [1, 2, 3, 5, 6, 9, 11, 12, 13, 19, 32, 33], [1, 2, 3, 5, 6, 9, 11, 12, 13, 19, 32, 33], [1, 2, 3, 5, 6, 9, 11, 12, 13, 19, 32, 33], [1, 2, 3, 5, 6, 9, 11, 12, 13, 19, 32, 33], [1, 2, 3, 5, 6, 9, 11, 12, 13, 19, 32, 33], [1, 2, 3, 5, 6, 9, 11, 12, 13, 19, 32, 33], [1, 2, 3, 5, 6, 9, 11, 12, 13, 19, 32, 33], [1, 2, 3, 5, 6, 9, 11, 12, 13, 19, 32, 33], [1, 2, 3, 5, 6, 9, 11, 12, 13, 19, 32, 33], [1, 2, 3, 5, 6, 9, 11, 12, 13, 19, 30, 32, 33], [1, 2, 3, 5, 6, 9, 11, 12, 13, 19, 30, 32, 33], [2, 3, 5, 6, 9, 11, 12, 13, 19, 30, 32, 33], [2, 3, 5, 6, 9, 11, 12, 13, 14, 18, 19, 30, 32, 33], [2, 3, 5, 6, 9, 11, 12, 14, 18, 19, 30, 32, 33], [2, 3, 5, 6, 9, 11, 12, 14, 18, 19, 32, 33], [2, 3, 5, 6, 9, 11, 12, 13, 14, 18, 19, 32, 33], [2, 3, 5, 6, 9, 11, 12, 13, 14, 18, 19, 32], [2, 3, 5, 6, 9, 12, 13, 14, 18, 19, 32, 33], [2, 3, 5, 6, 9, 12, 13, 14, 18, 19, 32, 33], [2, 3, 5, 6, 9, 12, 13, 14, 19, 32, 33, 36], [2, 3, 5, 6, 9, 12, 13, 14, 32, 33, 36]]"
